Product Title,Price (IRR),Rating,Seller
گوشی موبایل اپل مدل iPhone 13 Pro Max ZDA تک سیم‌ کارت ظرفیت 256 گیگابایت و رم 6 گیگابایت - نات اکتیو پارت نامبر F,702990000,74.81481481481481,دیجی‌کالا
گوشی موبایل شیائومی مدل Redmi Note 13 Pro 5G دو سیم کارت ظرفیت 512 گیگابایت و رم 12 گیگابایت,244990000,89.19847328244275,رایکا همراه رابین
گوشی موبایل سامسونگ مدل Galaxy S23 FE دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,363900000,88.11959822471385,سی تلکام
گوشی موبایل شیائومی مدل Poco M6 Pro دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,158000000,90.64315352697095,سی تلکام
گوشی موبایل سامسونگ مدل Galaxy A05 دو سیم کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت ,79000000,87.00358422939068,ضد سرقت
گوشی موبایل جنرال لوکس مدل 106 دو سیم کارت ظرفیت چهار مگابایت,11290000,79.04235727440147,تجارت هوشمند فاخر
گوشی موبایل داریا مدل bond 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,145500000,89.2018779342723,بازرگانی باتو همراه
گوشی موبایل بلک بری مدل Evolve BBG100-1 دو سیم‌ کارت ظرفیت 64 گیگابایت,64990000,75.68627450980392,ایرانیان قایم همراه کاوش تیم
گوشی موبایل شیائومی مدل Redmi Note 12 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - گلوبال,125000000,88.65933078823264,می چارسو
گوشی موبایل سامسونگ مدل Galaxy A15 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,169500000,87.91524265208477,موبو بیستون
گوشی موبایل سامسونگ مدل Galaxy S21 FE 5G دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - ویتنام,285900000,82.5,موبو بیستون
گوشی موبایل تی سی ال مدل 40R 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت ,70293200,82.5531914893617,خانگی اسمارت
گوشی موبایل شیائومی مدل Redmi 9A M2006C3LC دو سیم‌ کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت ,66000000,83.93700787401573,می چارسو
گوشی موبایل جنرال لوکس مدل 105 دو سیم کارت,10890000,79.21875,تجارت هوشمند فاخر
گوشی موبایل نوکیا مدل 2660 Flip دو سیم کارت ,99000000,81.31672597864767,سپهر همراه
گوشی موبایل شیائومی مدل Redmi Note 13 Pro Plus 5G دو سیم کارت ظرفیت 512 گیگابایت و رم 12 گیگابایت,276990000,80.2803738317757,رایکا همراه رابین
گوشی موبایل سامسونگ مدل Galaxy A05 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,91990000,83.14487632508832,همراه آرامیس
گوشی موبایل شیائومی مدل Redmi Note 13 Pro 4G دو سیم کارت ظرفیت 512 گیگابایت و رم 12 گیگابایت,225900000,89.10288065843622,پردازشگر همراه
گوشی موبایل سامسونگ مدل Galaxy A55 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - ویتنام,254900000,90.86892488954345,سی تلکام
گوشی موبایل نوکیا مدل 106 2023 دو سیم کارت,27500000,82.65226781857451,ماهان ارتباط نوین
گوشی موبایل نوکیا مدل 5310 TA-1212 DS FA دو سیم‌ کارت ,68490000,83.34932821497121,کالا پلاس
گوشی موبایل شیائومی مدل Poco C65 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,121000000,87.37125546953888,سی تلکام
گوشی موبایل آلکاتل مدل 2057 FA دو سیم‌ کارت,31990000,75.14285714285714,پایاگستر شهر
گوشی موبایل شیائومی مدل Redmi Note 13 Pro Plus 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,255000000,89.5774647887324,سی تلکام
گوشی موبایل سامسونگ مدل Galaxy A54 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,268990000,88.92954174968303,سپهر همراه
گوشی موبایل سامسونگ مدل Galaxy A15 دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام,137000000,88.81795049733981,اسمارت تکنولوژی قشم
گوشی موبایل سامسونگ مدل Galaxy A14 دو سیم کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت,99000000,83.07532826537664,سی تلکام
گوشی موبایل شیائومی مدل Poco C40 دو سیم کارت ظرفیت 32 گیگابایت و رم 3 گیگابایت- گلوبال,62990000,82.82958199356914,سپهر همراه
گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,205000000,87.25701943844493,سی تلکام
گوشی موبایل شیائومی مدل Redmi A3 دو سیم کارت ظرفیت 64 گیگابایت و رم 3 گیگابایت,67330000,84.67625899280576,فرابین تجارت سروش
گوشی موبایل شیائومی مدل Redmi Note 13 Pro 5G دو سیم کارت ظرفیت 512 گیگابایت و رم 16 گیگابایت - پک چین رام گلوبال,286700000,89.39759036144578,موبو بیستون
گوشی موبایل راگ‌گیر مدل RG160 دو سیم کارت ظرفیت 4 گیگابایت و رم 512 مگابایت,46000000,20,آسا تجارت هوشمند پویا
گوشی موبایل جنرال لوکس مدل 110 دو سیم کارت ظرفیت چهار مگابایت,16590000,80.76923076923077,تجارت هوشمند فاخر
گوشی موبایل شیائومی مدل 13T 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت,300900000,90.29069767441861,سی تلکام
گوشی موبایل تی سی ال مدل 40 NxtPaper دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,114890000,84.16107382550335,وب سل
گوشی موبایل داکس مدل V435 دو سیم‌ کارت ظرفیت 64 مگابایت و رم 32 مگابایت,17790000,75.20435967302453,موبیل
گوشی موبایل سامسونگ مدل Galaxy A55 دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت,331800000,79.24050632911393,موبو بیستون
گوشی موبایل نوکیا مدل 110 2023 دو سیم کارت ,35500000,88.57142857142858,موبایل آنتیک
گوشی موبایل شیائومی مدل Redmi Note 12S دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,135000000,88.15935591338146,می چارسو
گوشی موبایل جنرال لوکس مدل 125 دو سیم کارت ظرفیت چهار مگابایت,17990000,76.99248120300751,تجارت هوشمند فاخر
گوشی موبایل شیائومی مدل Redmi Note 12 Pro 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - گلوبال,158990000,87.56906077348066,پایاگستر شهر
گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - ویتنام,202990000,89.4186341711094,سپهر همراه
گوشی موبایل اپل مدل iPhone 13 Pro Max ZAA دو سیم‌ کارت ظرفیت 256 گیگابایت و رم 6 گیگابایت - نات اکتیو,1200000000,89.29577464788733,آواژنگ
گوشی موبایل اپل مدل iPhone 13 Pro Max CH دو سیم‌ کارت ظرفیت 256 گیگابایت و رم 6 گیگابایت - نات اکتیو,955555500,66.36363636363636,همراه پخش آینده
گوشی موبایل سامسونگ مدل Galaxy A15 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام,169000000,87.74834437086092,موبایل کیاتل
گوشی موبایل سامسونگ مدل Galaxy A25 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,199908100,85.44642857142858,سپاهان همراه یاقوت
گوشی موبایل جنرال لوکس مدل 150 ظرفیت 4 مگابایت,19750000,82.85714285714286,تجارت هوشمند فاخر
گوشی موبایل سامسونگ مدل Galaxy A25 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام,180000000,88.24858757062147,سی تلکام
گوشی موبایل سامسونگ مدل Galaxy A25 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,186215600,87.31543624161074,سپاهان همراه یاقوت
گوشی موبایل جنرال لوکس مدل 210 دو سیم کارت ظرفیت 4 مگابایت و رم 16 مگابایت ,20100000,83.40425531914892,تجارت هوشمند فاخر
گوشی موبایل سامسونگ مدل Galaxy A35 دو سیم کارت ظرفیت 128 گیگابایت رم 8 گیگابایت,233900000,93.73737373737373,کیان ارتباط نوین
گوشی موبایل اپل مدل iPhone 13 Pro CH دو سیم‌ کارت ظرفیت 512 گیگابایت و 6 گیگابایت رم - نات اکتیو,1177000000,No rating,دیجی‌کالا
گوشی موبایل ریلمی مدل C67 4G دو سیم کارت ظرفیت 256 گیگابایت رم 8 گیگابایت,137900000,88,نیک همراه ویرا
گوشی موبایل جنرال لوکس مدل 216 دو سیم کارت ظرفیت 16 مگابایت و رم 16 مگابایت ,21940000,77.53086419753086,تجارت هوشمند فاخر
گوشی موبایل سامسونگ مدل Galaxy S23 Ultra دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - ویتنام,800000000,91.25059438896814,سی تلکام
گوشی موبایل شیائومی مدل 13T Pro 5G دو سیم کارت ظرفیت 512 گیگابایت و رم 12 گیگابایت,522500000,88.50068775790922,پردازشگر همراه
گوشی موبایل هانوفر مدل 8210 دو سیم کارت,17052000,56.470588235294116,آپادانا ابتکار هوشمند
گوشی موبایل هانوفر مدل 8210 دو سیم کارت,17052000,56.470588235294116,آپادانا ابتکار هوشمند
گوشی موبایل موتورولا مدل Edge 50 Fusion دو سیم کارت ظرفیت 512 گیگابایت و رم 12 گیگابایت,323500000,No rating,دیجی‌کالا
گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,125000000,89.29133858267717,فراز پیشرو
گوشی موبایل موتورولا مدل Moto G35 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت ,148000000,No rating,دیجی‌کالا
گوشی موبایل وکال مدل V0 Core دو سیم کارت ظرفیت 32 گیگابایت و رم 2 گیگابایت,43990000,79.93299832495812,اسمارت تکنولوژی قشم
گوشی موبایل ریلمی مدل Note 60x دو سیم کارت ظرفیت 64 گیگابایت و رم 3 گیگابایت,64310000,No rating,دیجی‌کالا
گوشی موبایل داکس مدل B120 دو سیم کارت ظرفیت 64 مگابایت,9790000,60,موبیل
گوشی موبایل وکال مدل V01 دو سیم کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت,58900000,84.6067415730337,اسمارت تکنولوژی قشم
گوشی موبایل سامسونگ مدل Galaxy A56 دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت - به همراه شارژر 25 وات سامسونگ,369990000,76.66666666666667,پایاگستر شهر
گوشی موبایل شیائومی مدل Poco F6 Pro دو سیم کارت ظرفیت 512 گیگابایت و رم 12 گیگابایت,387500000,92.64367816091954,پایاگستر شهر
گوشی موبایل شیائومی مدل Redmi A5 دو سیم کارت ظرفیت 64 گیگابایت و رم 3 گیگابایت,64500000,100,پایاگستر شهر
گوشی موبایل آنر مدل X5b دو سیم‌کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت,64490000,81.96721311475412,پایاگستر شهر
گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام - به همراه شارژر 25 وات سامسونگ,213990000,83.63636363636363,پایاگستر شهر
گوشی موبایل اپل مدل iPhone 16 Pro Max ZAA دو سیم کارت ظرفیت 1 ترابایت و رم 8 گیگابایت,1984564000,83.63636363636363,دیجی‌کالا
گوشی موبایل شیائومی مدل Redmi Note 13 Pro 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت,206990000,91.35678391959799,پایاگستر شهر
گوشی موبایل آنر مدل X6b دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,87500000,88.04071246819339,پایاگستر شهر
گوشی موبایل شیائومی مدل Redmi 13x دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,107900000,89.41176470588235,پایاگستر شهر
گوشی موبایل سامسونگ مدل Galaxy A16 4G دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت - ویتنام,124117000,89.63272120200332,دیجی‌کالا
گوشی موبایل ریلمی مدل C61 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,94000000,87.50572082379863,سی تلکام
گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت - به همراه شارژر 25 وات سامسونگ,88587200,84.8780487804878,سپاهان همراه یاقوت
